config_name,num_runs,val_loss_mean,val_loss_std,val_ppl_mean,val_ppl_std,train_tokens_per_second_mean,train_tokens_per_second_std,mean_attention_trigger_rate_mean,mean_attention_trigger_rate_std,mean_active_fraction_mean,mean_active_fraction_std,mean_halted_fraction_mean,mean_halted_fraction_std,mean_halt_step_mean,mean_halt_step_std,mean_executed_steps_mean,mean_executed_steps_std
full_h07,3,8.321114492416381,0.1445650618902096,4138.471854149176,598.403087967483,5123.504650689136,147.66862374571386,0.35833333333333334,0.16072751268321592,0.8908854166666667,0.04849813624206035,0.10911458333333333,0.04849813624206038,1.9090494791666666,0.04873441528566528,2.0,0.0
plain,3,8.473637421925863,0.06406218255518722,4793.525862384148,312.44969628490725,6721.78787346997,153.54389277071692,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
