config_name,num_runs,val_loss_mean,val_loss_std,val_ppl_mean,val_ppl_std,train_tokens_per_second_mean,train_tokens_per_second_std,mean_attention_trigger_rate_mean,mean_attention_trigger_rate_std,mean_active_fraction_mean,mean_active_fraction_std,mean_halted_fraction_mean,mean_halted_fraction_std,mean_halt_step_mean,mean_halt_step_std,mean_executed_steps_mean,mean_executed_steps_std
full_h07,3,7.93184650739034,0.07331048626062278,2789.498094164681,200.87446503961257,3251.471710402643,68.38854579950991,0.26666666666666666,0.3125833222251842,0.8510416666666667,0.0718337452014465,0.14895833333333333,0.07183374520144653,1.893359375,0.06733014245860536,2.0,0.0
plain,3,7.874811760584513,0.004322262106463402,2630.207407421775,11.358306185484079,3852.175993614882,73.35718109451052,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
