config_name,num_runs,val_loss_mean,val_loss_std,val_ppl_mean,val_ppl_std,train_tokens_per_second_mean,train_tokens_per_second_std,mean_attention_trigger_rate_mean,mean_attention_trigger_rate_std,mean_active_fraction_mean,mean_active_fraction_std,mean_halted_fraction_mean,mean_halted_fraction_std,mean_halt_step_mean,mean_halt_step_std,mean_executed_steps_mean,mean_executed_steps_std
always_attention,3,8.16008726755778,0.1627416559814215,3529.8574081393263,583.7700248947327,1509.1519361826604,46.62947551313345,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
full_h07,3,8.048634338378907,0.0472394877445272,3131.860910774729,149.26887162513205,1566.2891863179161,43.55267822969394,0.2833333333333333,0.4907477288111819,0.66025390625,0.24342800293247763,0.33974609375,0.24342800293247763,1.8225911458333333,0.1898721137397726,2.0,0.0
halting_only_h07,3,8.05305511156718,0.03817289297508832,3144.9066916763522,119.55449572513554,1590.5933662731243,22.292200303297896,0.0,0.0,0.835546875,0.2152376316606502,0.164453125,0.21523763166065024,1.906640625,0.11420838941767322,2.0,0.0
plain,3,7.812497584025065,0.01961372423934667,2471.6109884776956,48.2628806888285,1669.2683256374771,82.16229861763497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
